,op_num,cus_num,pause_prob,fix_lam,fix_rls,total_ptcls,multi_run,eps,bf_time,avg_qsz,avg_qpc,avg_wt,job_scale,mean_ot
0,28.11,1.0,0.0,30.0,8.0,8965.05,20.0,0.3,720.0,20.63409196111711,0.007078590724225424,0.3732208765257745,30.0,16.301200686106345
1,28.11,1.0,1.0,30.0,8.0,9022.8,20.0,0.3,720.0,30.24887363061256,0.010376972085973435,0.34446743896941034,30.0,16.301200686106345
2,27.9,1.0,0.0,30.0,8.0,9032.55,20.0,0.29,720.0,21.05202900786916,0.007221965354329042,0.44993110282431176,30.0,16.301200686106345
3,27.9,1.0,1.0,30.0,8.0,8979.8,20.0,0.29,720.0,30.36235920382657,0.01041590367198167,0.4284402303541578,30.0,16.301200686106345
4,27.68,1.0,0.0,30.0,8.0,9004.15,20.0,0.28,720.0,20.96509026384817,0.007192140742314982,0.49420038318784093,30.0,16.301200686106345
5,27.68,1.0,1.0,30.0,8.0,8985.35,20.0,0.28,720.0,30.11784446844623,0.010332022116105052,0.40708050320484174,30.0,16.301200686106345
6,27.47,1.0,0.0,30.0,8.0,8973.05,20.0,0.27,720.0,20.760515352569048,0.007121960669835008,0.44109423872832154,30.0,16.301200686106345
7,27.47,1.0,1.0,30.0,8.0,8971.6,20.0,0.27,720.0,30.32153217096127,0.010401897828803179,0.48709482153945594,30.0,16.301200686106345
8,27.25,1.0,0.0,30.0,8.0,8983.2,20.0,0.26,720.0,21.221809905878725,0.007280209230147075,0.6911928690011123,30.0,16.301200686106345
9,27.25,1.0,1.0,30.0,8.0,8986.0,20.0,0.26,720.0,30.67147816694954,0.010521947913190237,0.6839160218073983,30.0,16.301200686106345
10,27.03,1.0,0.0,30.0,8.0,9010.4,20.0,0.25,720.0,21.21655608702361,0.00727840689091719,0.6331252779892582,30.0,16.301200686106345
11,27.03,1.0,1.0,30.0,8.0,8988.5,20.0,0.25,720.0,30.89915908038883,0.010600054573032189,0.7326645598369723,30.0,16.301200686106345
12,26.82,1.0,0.0,30.0,8.0,8948.6,20.0,0.24,720.0,21.025574756981946,0.007212890139616448,0.6264257815740805,30.0,16.301200686106345
13,26.82,1.0,1.0,30.0,8.0,8982.7,20.0,0.24,720.0,30.735681222033637,0.010543972974968658,0.7212342045530319,30.0,16.301200686106345
