,op_num,cus_num,pause_prob,fix_lam,fix_rls,total_ptcls,multi_run,eps,bf_time,avg_qsz,avg_qpc,avg_wt,job_scale,mean_ot
43,8.36,1.0,0.5,10.0,8.0,2999.15,20.0,0.16,720.0,13.9393766394075,0.004781947389162093,13.084204873508273,10.0,16.301200686106345
44,8.36,1.0,1.0,10.0,8.0,3000.8,20.0,0.16,720.0,15.701874710692795,0.005386577945349158,13.79495351652891,10.0,16.301200686106345
45,8.29,1.0,0.0,10.0,8.0,3008.95,20.0,0.15,720.0,11.889955253818856,0.004078886879526194,12.096878013000389,10.0,16.301200686106345
46,8.29,1.0,0.5,10.0,8.0,3000.05,20.0,0.15,720.0,14.508208609782443,0.004977087001640632,14.591773624890536,10.0,16.301200686106345
47,8.29,1.0,1.0,10.0,8.0,3006.95,20.0,0.15,720.0,15.607545131924086,0.005354217884021985,13.46683584991579,10.0,16.301200686106345
48,8.22,1.0,0.0,10.0,8.0,3013.7,20.0,0.14,720.0,13.199498534176826,0.004528129857350541,15.207898168151706,10.0,16.301200686106345
49,8.22,1.0,0.5,10.0,8.0,2995.5,20.0,0.14,720.0,14.633235611788304,0.005019977911419659,15.028878561252336,10.0,16.301200686106345
50,8.22,1.0,1.0,10.0,8.0,2991.3,20.0,0.14,720.0,15.816988119117418,0.00542606796539191,14.188332684623209,10.0,16.301200686106345
51,8.15,1.0,0.0,10.0,8.0,3003.85,20.0,0.13,720.0,14.090464434500847,0.00483377853670698,17.32981037022143,10.0,16.301200686106345
52,8.15,1.0,0.5,10.0,8.0,2989.3,20.0,0.13,720.0,14.616409504706063,0.0050142056619917885,15.230496448263173,10.0,16.301200686106345
53,8.15,1.0,1.0,10.0,8.0,3000.9,20.0,0.13,720.0,17.579887363061257,0.006030836145132507,18.17836237924389,10.0,16.301200686106345
54,8.07,1.0,0.0,10.0,8.0,3003.4,20.0,0.12,720.0,11.79436043820398,0.004046092774684041,12.262074277794627,10.0,16.301200686106345
55,8.07,1.0,0.5,10.0,8.0,3006.8,20.0,0.12,720.0,15.027603764851102,0.00515526715775338,15.980717975785723,10.0,16.301200686106345
56,8.07,1.0,1.0,10.0,8.0,3010.4,20.0,0.12,720.0,16.6462042894615,0.005710533203931905,16.001562842601075,10.0,16.301200686106345
57,8.0,1.0,0.0,10.0,8.0,3000.6,20.0,0.11,720.0,16.289430643419223,0.005588140872528035,22.692470703226682,10.0,16.301200686106345
58,8.0,1.0,0.5,10.0,8.0,3008.8,20.0,0.11,720.0,17.523568893689244,0.006011515915502314,21.73740353178644,10.0,16.301200686106345
59,8.0,1.0,1.0,10.0,8.0,2995.2,20.0,0.11,720.0,18.508632927017434,0.006349445257981967,20.49308412211186,10.0,16.301200686106345
60,7.93,1.0,0.0,10.0,8.0,2981.15,20.0,0.1,720.0,14.333150748341305,0.004917032846772317,18.185505523479225,10.0,16.301200686106345
61,7.93,1.0,0.5,10.0,8.0,2983.0,20.0,0.1,720.0,17.7564419071131,0.00609140374171976,22.63823756406169,10.0,16.301200686106345
62,7.93,1.0,1.0,10.0,8.0,2985.7,20.0,0.1,720.0,18.22608393766394,0.006252515930587972,19.933162773362618,10.0,16.301200686106345
63,7.86,1.0,0.0,10.0,8.0,3001.6,20.0,0.09,720.0,17.891536799876565,0.006137748473371034,26.6044028533325,10.0,16.301200686106345
64,7.86,1.0,0.5,10.0,8.0,2995.85,20.0,0.09,720.0,17.93474000925783,0.006152569471443509,22.981943865443803,10.0,16.301200686106345
65,7.86,1.0,1.0,10.0,8.0,2987.65,20.0,0.09,720.0,20.444730751427247,0.0070136297603524,25.223555943071418,10.0,16.301200686106345
66,7.79,1.0,0.0,10.0,8.0,2999.75,20.0,0.08,720.0,19.515236846165717,0.0066947639266434706,30.48577591292268,10.0,16.301200686106345
67,7.79,1.0,0.5,10.0,8.0,3012.0,20.0,0.08,720.0,21.718477086869314,0.007450592482630983,31.56999128526028,10.0,16.301200686106345
68,7.79,1.0,1.0,10.0,8.0,2990.3,20.0,0.08,720.0,20.124710692794324,0.006903845863737332,24.575596638653522,10.0,16.301200686106345
69,7.71,1.0,0.0,10.0,8.0,3003.35,20.0,0.07,720.0,17.48708532633853,0.005999000111951468,25.627103782252323,10.0,16.301200686106345
70,7.71,1.0,0.5,10.0,8.0,3017.3,20.0,0.07,720.0,21.498534176824563,0.007375140369408084,31.198672597356328,10.0,16.301200686106345
71,7.71,1.0,1.0,10.0,8.0,3019.3,20.0,0.07,720.0,24.231785218330508,0.008312790812463297,33.629998648626916,10.0,16.301200686106345
72,7.64,1.0,0.0,10.0,8.0,3001.65,20.0,0.06,720.0,23.58746335442061,0.0080917541524599,39.969418460757005,10.0,16.301200686106345
73,7.64,1.0,0.5,10.0,8.0,2983.75,20.0,0.06,720.0,21.77550532325258,0.007470156200086649,32.85063328395968,10.0,16.301200686106345
74,7.64,1.0,1.0,10.0,8.0,3001.6,20.0,0.06,720.0,27.370868693102913,0.009389663359555031,41.76996741303818,10.0,16.301200686106345
75,7.57,1.0,0.0,10.0,8.0,2995.05,20.0,0.05,720.0,27.95715938898318,0.00959079224321893,50.75106787546871,10.0,16.301200686106345
76,7.57,1.0,0.5,10.0,8.0,3012.05,20.0,0.05,720.0,29.98205523838914,0.010285439189841901,51.15808013862965,10.0,16.301200686106345
77,7.57,1.0,1.0,10.0,8.0,2992.55,20.0,0.05,720.0,31.47360746798334,0.010797120915260151,51.53477680885197,10.0,16.301200686106345
78,7.5,1.0,0.0,10.0,8.0,3010.45,20.0,0.04,720.0,29.74230057089955,0.010203190590360052,54.53555550030144,10.0,16.301200686106345
79,7.5,1.0,0.5,10.0,8.0,2990.35,20.0,0.04,720.0,35.49725351026076,0.012177445458065442,65.05019816486892,10.0,16.301200686106345
80,7.5,1.0,1.0,10.0,8.0,2981.15,20.0,0.04,720.0,36.296713470143494,0.012451702734183017,63.22789518021658,10.0,16.301200686106345
81,7.43,1.0,0.0,10.0,8.0,3000.2,20.0,0.03,720.0,35.72458725505323,0.01225543302060145,69.16572576431346,10.0,16.301200686106345
82,7.43,1.0,0.5,10.0,8.0,2997.55,20.0,0.03,720.0,41.70581700354884,0.014307312865711436,79.51596246048355,10.0,16.301200686106345
83,7.43,1.0,1.0,10.0,8.0,2992.35,20.0,0.03,720.0,43.14209998457027,0.014800034300024106,79.06147282264949,10.0,16.301200686106345
84,7.35,1.0,0.0,10.0,8.0,3005.95,20.0,0.02,720.0,47.049182224965286,0.016140371260708504,95.37438133992718,10.0,16.301200686106345
85,7.35,1.0,0.5,10.0,8.0,2984.65,20.0,0.02,720.0,47.76120968986268,0.016384634541976906,94.76283175712871,10.0,16.301200686106345
86,7.35,1.0,1.0,10.0,8.0,2987.5,20.0,0.02,720.0,43.93817312143189,0.01507312971575708,81.39221648458653,10.0,16.301200686106345
87,7.28,1.0,0.0,10.0,8.0,3007.05,20.0,0.01,720.0,45.59091961117112,0.015640109643626453,92.19294436340934,10.0,16.301200686106345
88,7.28,1.0,0.5,10.0,8.0,2981.25,20.0,0.01,720.0,49.334655145810835,0.016924409998562893,98.14904042281317,10.0,16.301200686106345
89,7.28,1.0,1.0,10.0,8.0,2983.15,20.0,0.01,720.0,42.79898935349483,0.014682329109260662,79.25051690198838,10.0,16.301200686106345
90,7.21,1.0,0.0,10.0,8.0,3015.65,20.0,0.0,720.0,65.1325567042123,0.022343930258734924,138.91295486319595,10.0,16.301200686106345
91,7.21,1.0,0.5,10.0,8.0,3003.8,20.0,0.0,720.0,49.04257059095819,0.01682420946516576,96.66576171470025,10.0,16.301200686106345
92,7.21,1.0,1.0,10.0,8.0,2994.85,20.0,0.0,720.0,54.1955639561796,0.018591960190799176,105.95446286715749,10.0,16.301200686106345
