,op_num,cus_num,pause_prob,fix_lam,fix_rls,total_ptcls,multi_run,eps,bf_time,avg_qsz,avg_qpc,avg_wt,job_scale,mean_ot
0,10.81,1.0,0.0,2.0,43.0,595.0,20.0,0.5,720.0,7.36252121586175,0.0025257362661618354,4.485841587424721,2.0,85.50360205831905
1,10.81,1.0,0.5,2.0,43.0,589.0,20.0,0.5,720.0,8.950007714858819,0.003070328547121379,2.9247808233307486,2.0,85.50360205831905
2,10.81,1.0,1.0,2.0,43.0,584.75,20.0,0.5,720.0,10.52400092578306,0.003610291912790072,3.164144529481771,2.0,85.50360205831905
3,10.74,1.0,0.0,2.0,43.0,603.4,20.0,0.49,720.0,7.5474772411664866,0.0025891860175528258,4.575509983356444,2.0,85.50360205831905
4,10.74,1.0,0.5,2.0,43.0,604.65,20.0,0.49,720.0,9.525250732911587,0.003267667489849601,6.06456620531455,2.0,85.50360205831905
5,10.74,1.0,1.0,2.0,43.0,593.55,20.0,0.49,720.0,10.849768554235457,0.0037220475314701396,3.360771437760287,2.0,85.50360205831905
6,10.67,1.0,0.0,2.0,43.0,605.15,20.0,0.48,720.0,7.8514041043048906,0.002693449092385897,7.156888807406476,2.0,85.50360205831905
7,10.67,1.0,0.5,2.0,43.0,599.4,20.0,0.48,720.0,9.319696034562567,0.003197151298306198,4.5422876983461435,2.0,85.50360205831905
8,10.67,1.0,1.0,2.0,43.0,600.25,20.0,0.48,720.0,10.997500385742942,0.003772727405057613,5.398343084947042,2.0,85.50360205831905
9,10.6,1.0,0.0,2.0,43.0,603.5,20.0,0.47,720.0,7.439885820089492,0.0025522764391387623,3.8241260189738013,2.0,85.50360205831905
10,10.6,1.0,0.5,2.0,43.0,596.8,20.0,0.47,720.0,9.038790310137324,0.0031007856981603173,3.5887648771731904,2.0,85.50360205831905
11,10.6,1.0,1.0,2.0,43.0,598.55,20.0,0.47,720.0,11.072596821478166,0.0037984894756357347,4.705244426566044,2.0,85.50360205831905
12,10.52,1.0,0.0,2.0,43.0,595.55,20.0,0.46,720.0,7.598503317389291,0.0026066906749191393,5.267021391943847,2.0,85.50360205831905
13,10.52,1.0,0.5,2.0,43.0,597.65,20.0,0.46,720.0,9.424224656688782,0.0032330101738211946,6.421201756840171,2.0,85.50360205831905
14,10.52,1.0,1.0,2.0,43.0,603.25,20.0,0.46,720.0,11.193673815769172,0.0038400253227338496,5.013413146273449,2.0,85.50360205831905
15,10.45,1.0,0.0,2.0,43.0,599.4,20.0,0.45,720.0,7.55809288690017,0.002592827748507777,4.9936157620794805,2.0,85.50360205831905
16,10.45,1.0,0.5,2.0,43.0,598.05,20.0,0.45,720.0,9.386190402715629,0.0032199624023038177,6.061400467940941,2.0,85.50360205831905
17,10.45,1.0,1.0,2.0,43.0,597.5,20.0,0.45,720.0,11.510631075451318,0.003948758516449852,8.010537287530612,2.0,85.50360205831905
18,10.38,1.0,0.0,2.0,43.0,605.6,20.0,0.44,720.0,7.62339145193643,0.0026152286284516057,6.347145328664508,2.0,85.50360205831905
19,10.38,1.0,0.5,2.0,43.0,603.6,20.0,0.44,720.0,9.771316154914365,0.0033520810136927494,7.775495054482013,2.0,85.50360205831905
20,10.38,1.0,1.0,2.0,43.0,594.75,20.0,0.44,720.0,11.046320012343774,0.003789475132879511,5.572963797424462,2.0,85.50360205831905
21,10.31,1.0,0.0,2.0,43.0,596.8,20.0,0.43,720.0,7.6968986267551305,0.002640445498029204,7.332138139218179,2.0,85.50360205831905
22,10.31,1.0,0.5,2.0,43.0,589.2,20.0,0.43,720.0,9.301928714704522,0.0031910561628488926,6.064165113404146,2.0,85.50360205831905
23,10.31,1.0,1.0,2.0,43.0,596.15,20.0,0.43,720.0,11.20422002777349,0.003843643234227612,8.690660429953514,2.0,85.50360205831905
24,10.24,1.0,0.0,2.0,43.0,596.9,20.0,0.42,720.0,7.48497916988119,0.002567745855876909,5.920776826774633,2.0,85.50360205831905
25,10.24,1.0,0.5,2.0,43.0,596.2,20.0,0.42,720.0,9.313061255979015,0.0031948752164593533,6.391361199322434,2.0,85.50360205831905
26,10.24,1.0,1.0,2.0,43.0,602.4,20.0,0.42,720.0,11.003579694491593,0.0037748129312149548,5.396439628979773,2.0,85.50360205831905
27,10.16,1.0,0.0,2.0,43.0,603.0,20.0,0.41,720.0,7.944545594815616,0.0027254015762660775,8.377638687624263,2.0,85.50360205831905
28,10.16,1.0,0.5,2.0,43.0,603.9,20.0,0.41,720.0,9.52588335133467,0.003267884511607091,8.294490335878294,2.0,85.50360205831905
29,10.16,1.0,1.0,2.0,43.0,605.65,20.0,0.41,720.0,11.39206912513501,0.003908085463168099,8.469820944668855,2.0,85.50360205831905
30,10.09,1.0,0.0,2.0,43.0,597.45,20.0,0.4,720.0,7.627349174510107,0.0026165863377393163,7.085791558655896,2.0,85.50360205831905
31,10.09,1.0,0.5,2.0,43.0,592.75,20.0,0.4,720.0,9.49287147045209,0.00325655968111564,7.643294110710713,2.0,85.50360205831905
32,10.09,1.0,1.0,2.0,43.0,602.75,20.0,0.4,720.0,11.823738620583242,0.004056171053373325,11.092751021645055,2.0,85.50360205831905
33,10.02,1.0,0.0,2.0,43.0,597.5,20.0,0.39,720.0,7.702800493750964,0.0026424701522301764,6.9824426542923375,2.0,85.50360205831905
34,10.02,1.0,0.5,2.0,43.0,600.5,20.0,0.39,720.0,9.617751890140411,0.003299400305365493,9.1166564881071,2.0,85.50360205831905
35,10.02,1.0,1.0,2.0,43.0,595.3,20.0,0.39,720.0,11.004058015738313,0.0037749770208364707,6.66914736912593,2.0,85.50360205831905
36,9.95,1.0,0.0,2.0,43.0,602.65,20.0,0.38,720.0,7.891829964511649,0.002707317312010857,9.455132343621367,2.0,85.50360205831905
